Fecha Local,Fecha UTC,Direcci�n del Viento (grados),Direcci�n de r�faga (grados),Rapidez de viento (km/h),Rapidez de r�faga (km/h),Temperatura del Aire (�C),Humedad relativa (%),Presi�n Atmosf�rica (hpa),Precipitaci�n (mm),Radiaci�n Solar (W/m�)
11/22/2022 23:40,11/23/2022 05:40,277,273,8.4,13.7,15.6,99,781.7,0,0
11/22/2022 23:30,11/23/2022 05:30,279,289,8,13.7,15.7,99,781.7,0,0
11/22/2022 23:20,11/23/2022 05:20,280,269,7.6,12,15.7,99,781.8,0,0
11/22/2022 23:10,11/23/2022 05:10,294,288,6.6,10.8,15.8,99,781.8,0,0
11/22/2022 23:00,11/23/2022 05:00,294,304,6.5,11.4,15.9,97,781.9,0,0
11/22/2022 22:50,11/23/2022 04:50,297,301,9,14.3,15.9,95,781.9,0,0
11/22/2022 22:40,11/23/2022 04:40,302,308,8.4,14.9,16,94,781.9,0,0
11/22/2022 22:30,11/23/2022 04:30,299,320,7.7,12.5,16,93,781.9,0,0
11/22/2022 22:20,11/23/2022 04:20,307,313,8.3,13.1,16.1,92,781.9,0,0
11/22/2022 22:10,11/23/2022 04:10,302,300,7.8,11.4,16.1,91,781.8,0,0
11/22/2022 22:00,11/23/2022 04:00,289,305,7.7,13.1,16.2,90,781.7,0,0
11/22/2022 21:50,11/23/2022 03:50,293,288,7.2,11.4,16.3,89,781.7,0,0
11/22/2022 21:40,11/23/2022 03:40,291,304,8.4,17.7,16.4,88,781.6,0,0
11/22/2022 21:30,11/23/2022 03:30,296,301,9.4,14.3,16.6,87,781.5,0,0
11/22/2022 21:20,11/23/2022 03:20,304,301,8.2,14.9,16.6,86,781.6,0,0
11/22/2022 21:10,11/23/2022 03:10,316,314,6.7,10.2,16.8,84,781.5,0,0
11/22/2022 21:00,11/23/2022 03:00,321,332,8.3,14.9,17,82,781.4,0,0
11/22/2022 20:50,11/23/2022 02:50,322,324,9.2,13.1,17.1,80,781.3,0,0
11/22/2022 20:40,11/23/2022 02:40,320,315,8,16,17.1,79,781.3,0,0
11/22/2022 20:30,11/23/2022 02:30,330,316,6,10.2,17.1,79,781.2,0,0
11/22/2022 20:20,11/23/2022 02:20,303,325,6,9.7,17.2,78,781.1,0,0
11/22/2022 20:10,11/23/2022 02:10,297,290,6.7,12.5,17.2,78,781,0,0
11/22/2022 20:00,11/23/2022 02:00,285,266,6.4,12.5,17.2,77,780.9,0,0
11/22/2022 19:50,11/23/2022 01:50,285,295,7.5,14.3,17.3,76,780.8,0,0
11/22/2022 19:40,11/23/2022 01:40,278,285,9,15.4,17.3,75,780.7,0,0
11/22/2022 19:30,11/23/2022 01:30,278,252,9.2,18.3,17.4,74,780.6,0,0
11/22/2022 19:20,11/23/2022 01:20,286,285,7.8,14.9,17.4,74,780.4,0,0
11/22/2022 19:10,11/23/2022 01:10,288,293,7.5,18.9,17.5,73,780.3,0,0
11/22/2022 19:00,11/23/2022 01:00,275,264,9.3,17.2,17.8,72,780.3,0,0
11/22/2022 18:50,11/23/2022 00:50,279,283,8.5,14.9,18.1,69,780.2,0,0
11/22/2022 18:40,11/23/2022 00:40,284,274,9.1,17.2,18.4,68,780.1,0,0
11/22/2022 18:30,11/23/2022 00:30,288,269,9.8,18.9,18.7,66,779.9,0,0
11/22/2022 18:20,11/23/2022 00:20,316,315,10.2,20,18.8,64,779.8,0,0
11/22/2022 18:10,11/23/2022 00:10,324,326,9.4,14.9,18.9,64,779.7,0,0
11/22/2022 18:00,11/23/2022 00:00,327,324,10,16,19,64,779.6,0,1
11/22/2022 17:50,11/22/2022 23:50,335,0,10.6,18.9,19.2,64,779.5,0,5
11/22/2022 17:40,11/22/2022 23:40,327,320,10.2,17.2,19.3,64,779.4,0,15
11/22/2022 17:30,11/22/2022 23:30,325,329,10,15.4,19.5,63,779.3,0,23
11/22/2022 17:20,11/22/2022 23:20,325,336,10.1,16,19.7,61,779.3,0,33
11/22/2022 17:10,11/22/2022 23:10,322,336,8,14.9,20,56,779.3,0,38
11/22/2022 17:00,11/22/2022 23:00,328,307,2.4,6.2,20.1,53,779.3,0,40
11/22/2022 16:50,11/22/2022 22:50,21,35,4.2,7.4,20.3,52,779.3,0,57
11/22/2022 16:40,11/22/2022 22:40,337,334,8.4,12,20.4,52,779.3,0,83
11/22/2022 16:30,11/22/2022 22:30,313,332,5.5,16.6,20.7,53,779.4,0,129
11/22/2022 16:20,11/22/2022 22:20,339,348,5.7,12,21,53,779.4,0,178
11/22/2022 16:10,11/22/2022 22:10,357,8,6,12.5,21.4,52,779.4,0,273
11/22/2022 16:00,11/22/2022 22:00,253,257,5.2,7.9,21.2,51,779.5,0,317
11/22/2022 15:50,11/22/2022 21:50,284,297,5.6,7.4,20.6,53,779.5,0,280
11/22/2022 15:40,11/22/2022 21:40,296,278,7,11.4,20.2,55,779.5,0,223
11/22/2022 15:30,11/22/2022 21:30,345,350,8.3,14.9,20.2,56,779.5,0,194
11/22/2022 15:20,11/22/2022 21:20,315,312,8,14.3,20.5,55,779.6,0,180
11/22/2022 15:10,11/22/2022 21:10,303,302,8.3,13.7,20.7,54,779.6,0,203
11/22/2022 15:00,11/22/2022 21:00,324,329,10.2,16,21.1,54,779.6,0,354
11/22/2022 14:50,11/22/2022 20:50,308,302,11.9,18.3,21.4,53,779.7,0,632
11/22/2022 14:40,11/22/2022 20:40,294,318,6.7,16,21.7,53,779.8,0,572
11/22/2022 14:30,11/22/2022 20:30,281,294,8.8,16.6,21.4,53,779.9,0,636
11/22/2022 14:20,11/22/2022 20:20,296,336,6.9,17.2,22.3,53,780,0,262
11/22/2022 14:10,11/22/2022 20:10,341,285,4.3,14.9,22.7,53,780.1,0,737
11/22/2022 14:00,11/22/2022 20:00,94,31,2.1,5.6,22,52,780.2,0,787
11/22/2022 13:50,11/22/2022 19:50,311,310,7.1,14.3,21.4,54,780.4,0,768
11/22/2022 13:40,11/22/2022 19:40,264,14,5.7,11.4,21.1,55,780.5,0,801
11/22/2022 13:30,11/22/2022 19:30,274,254,10.4,18.9,20.7,57,780.6,0,763
11/22/2022 13:20,11/22/2022 19:20,350,313,6.9,16,20.8,59,780.8,0,791
11/22/2022 13:10,11/22/2022 19:10,328,31,5.4,14.3,21.1,62,781,0,750
11/22/2022 13:00,11/22/2022 19:00,230,230,3.3,9.7,20.6,65,781.1,0,794
11/22/2022 12:50,11/22/2022 18:50,261,243,8.2,16,20.8,65,781.3,0,788
11/22/2022 12:40,11/22/2022 18:40,324,4,3.5,7.9,19.7,69,781.5,0,811
11/22/2022 12:30,11/22/2022 18:30,347,21,4.7,11.4,19,72,781.7,0,807
11/22/2022 12:20,11/22/2022 18:20,339,12,8.6,16.6,19.2,73,781.9,0,796
11/22/2022 12:10,11/22/2022 18:10,166,118,4.1,7.9,18.8,80,782,0,810
11/22/2022 12:00,11/22/2022 18:00,17,54,4.5,8.5,18,88,782.2,0,808
11/22/2022 11:50,11/22/2022 17:50,7,29,6.6,13.1,17.5,92,782.3,0,763
11/22/2022 11:40,11/22/2022 17:40,92,12,4.9,12.5,17.6,94,782.4,0,667
11/22/2022 11:30,11/22/2022 17:30,289,313,3.6,7.4,17.3,96,782.6,0,660
11/22/2022 11:20,11/22/2022 17:20,282,273,5.3,11.4,17.4,97,782.7,0,472
11/22/2022 11:10,11/22/2022 17:10,254,231,6.3,12.5,17.4,96,782.8,0,567
11/22/2022 11:00,11/22/2022 17:00,237,184,4.5,8.5,17.2,98,782.9,0,499
11/22/2022 10:50,11/22/2022 16:50,208,191,3.5,6.2,16.6,99,783,0,699
11/22/2022 10:40,11/22/2022 16:40,157,130,4.7,7.4,15.9,100,783.1,0,656
11/22/2022 10:30,11/22/2022 16:30,137,140,4.2,10.2,15.1,100,783.2,0,662
11/22/2022 10:20,11/22/2022 16:20,128,60,0,0,14.8,100,783.4,0,377
11/22/2022 10:10,11/22/2022 16:10,68,60,3,7.9,14.3,100,783.5,0,331
11/22/2022 10:00,11/22/2022 16:00,93,97,5.8,7.9,13.8,99,783.5,0,265
11/22/2022 09:50,11/22/2022 15:50,74,100,5.4,7.9,13.6,99,783.5,0,188
11/22/2022 09:40,11/22/2022 15:40,67,55,5.5,7.9,13.3,99,783.5,0,151
11/22/2022 09:30,11/22/2022 15:30,75,86,3.1,8.5,13.4,95,783.5,0,125
11/22/2022 09:20,11/22/2022 15:20,77,232,0,0,13.2,93,783.3,0,125
11/22/2022 09:10,11/22/2022 15:10,35,232,0,0,13,92,783.3,0,98
11/22/2022 09:00,11/22/2022 15:00,38,232,0,0,13,91,783.3,0,67
11/22/2022 08:50,11/22/2022 14:50,71,232,0,0,12.9,90,783.3,0,62
11/22/2022 08:40,11/22/2022 14:40,46,232,0,0,12.8,90,783.2,0,56
11/22/2022 08:30,11/22/2022 14:30,288,232,0,0,12.7,89,783.1,0,46
11/22/2022 08:20,11/22/2022 14:20,291,232,0,0,12.6,90,783,0,45
11/22/2022 08:10,11/22/2022 14:10,194,232,0,0,12.5,91,782.9,0,45
11/22/2022 08:00,11/22/2022 14:00,254,232,0,0,12.3,92,782.9,0,45
11/22/2022 07:50,11/22/2022 13:50,247,232,0,0,12.1,91,782.8,0,39
11/22/2022 07:40,11/22/2022 13:40,236,232,0,0,12,90,782.7,0,39
11/22/2022 07:30,11/22/2022 13:30,214,232,0,0,11.8,88,782.6,0,37
11/22/2022 07:20,11/22/2022 13:20,211,232,0,0,11.7,87,782.6,0,28
11/22/2022 07:10,11/22/2022 13:10,208,232,2.1,4.5,11.5,85,782.5,0,16
11/22/2022 07:00,11/22/2022 13:00,255,232,2.5,6.2,11.3,84,782.4,0,7
11/22/2022 06:50,11/22/2022 12:50,267,300,0,0,11.3,84,782.3,0,1
11/22/2022 06:40,11/22/2022 12:40,285,300,2.3,5.1,11.3,84,782.3,0,0
11/22/2022 06:30,11/22/2022 12:30,323,318,2.5,5.1,11.4,84,782.3,0,0
11/22/2022 06:20,11/22/2022 12:20,316,316,3.4,4.5,11.5,83,782.2,0,0
11/22/2022 06:10,11/22/2022 12:10,344,349,3.3,4.5,11.6,83,782,0,0
11/22/2022 06:00,11/22/2022 12:00,307,318,3.2,6.2,11.6,82,782,0,0
11/22/2022 05:50,11/22/2022 11:50,275,281,4.5,6.8,11.7,82,781.9,0,0
11/22/2022 05:40,11/22/2022 11:40,281,288,4,7.4,11.9,81,781.9,0,0
11/22/2022 05:30,11/22/2022 11:30,263,266,4,6.8,11.9,81,781.8,0,0
11/22/2022 05:20,11/22/2022 11:20,185,239,1.6,3.3,11.9,82,781.7,0,0
11/22/2022 05:10,11/22/2022 11:10,157,339,0,0,12,82,781.7,0,0
11/22/2022 05:00,11/22/2022 11:00,142,339,0,0,12.1,82,781.7,0,0
11/22/2022 04:50,11/22/2022 10:50,133,339,0,0,12.2,82,781.7,0,0
11/22/2022 04:40,11/22/2022 10:40,152,339,0,0,12.3,81,781.7,0,0
11/22/2022 04:30,11/22/2022 10:30,221,339,0,0,12.2,82,781.7,0,0
11/22/2022 04:20,11/22/2022 10:20,322,339,0,0,12.3,82,781.6,0,0
11/22/2022 04:10,11/22/2022 10:10,321,339,1.8,2.8,12.3,82,781.7,0,0
11/22/2022 04:00,11/22/2022 10:00,306,311,1.9,3.9,12.3,82,781.7,0,0
11/22/2022 03:50,11/22/2022 09:50,325,319,1.8,3.9,12.3,82,781.7,0,0
11/22/2022 03:40,11/22/2022 09:40,312,303,0,0,12.2,82,781.7,0,0
11/22/2022 03:30,11/22/2022 09:30,275,303,0,0,12.1,82,781.7,0,0
11/22/2022 03:20,11/22/2022 09:20,251,303,0,0,12.1,82,781.7,0,0
11/22/2022 03:10,11/22/2022 09:10,268,303,0,0,12.1,82,781.7,0,0
11/22/2022 03:00,11/22/2022 09:00,297,303,1.6,2.2,12.1,82,781.7,0,0
11/22/2022 02:50,11/22/2022 08:50,297,294,4.2,6.2,12.1,82,781.8,0,0
11/22/2022 02:40,11/22/2022 08:40,300,307,4.2,6.8,12,82,781.9,0,0
11/22/2022 02:30,11/22/2022 08:30,284,300,2.3,5.1,12,82,781.9,0,0
11/22/2022 02:20,11/22/2022 08:20,294,296,3.3,6.2,12,82,782,0,0
11/22/2022 02:10,11/22/2022 08:10,296,311,2.9,5.1,12.1,82,782.1,0,0
11/22/2022 02:00,11/22/2022 08:00,311,315,3.1,6.8,12,82,782.2,0,0
11/22/2022 01:50,11/22/2022 07:50,303,278,0,0,11.9,82,782.3,0,0
11/22/2022 01:40,11/22/2022 07:40,279,278,1.6,2.2,11.9,82,782.3,0,0
11/22/2022 01:30,11/22/2022 07:30,250,230,0,0,12,82,782.4,0,0
11/22/2022 01:20,11/22/2022 07:20,210,230,0,0,12,81,782.4,0,0
11/22/2022 01:10,11/22/2022 07:10,184,230,0,0,12.1,81,782.4,0,0
11/22/2022 01:00,11/22/2022 07:00,165,230,0,0,12.2,81,782.4,0,0
11/22/2022 00:50,11/22/2022 06:50,187,230,0,0,12.3,81,782.4,0,0
11/22/2022 00:40,11/22/2022 06:40,203,230,0,0,12.3,81,782.5,0,0
11/22/2022 00:30,11/22/2022 06:30,217,230,2.9,5.6,12.3,81,782.6,0,0
11/22/2022 00:20,11/22/2022 06:20,224,228,3.2,6.2,12.4,81,782.6,0,0
11/22/2022 00:10,11/22/2022 06:10,183,312,0,0,12.5,81,782.8,0,0
11/22/2022 00:00,11/22/2022 06:00,134,312,0,0,12.4,81,782.8,0,0
11/21/2022 23:50,11/22/2022 05:50,118,312,0,0,12.4,82,782.9,0,0
11/21/2022 23:40,11/22/2022 05:40,70,312,0,0,12.4,82,783,0,0
11/21/2022 23:30,11/22/2022 05:30,2,312,0,0,12.4,83,783,0,0
11/21/2022 23:20,11/22/2022 05:20,8,312,0,0,12.3,83,783,0,0
11/21/2022 23:10,11/22/2022 05:10,268,312,0,0,12.3,83,783.1,0,0
11/21/2022 23:00,11/22/2022 05:00,352,312,0,0,12.4,83,783.1,0,0
11/21/2022 22:50,11/22/2022 04:50,346,312,2.7,6.2,12.3,83,783.2,0,0
11/21/2022 22:40,11/22/2022 04:40,336,313,3.7,7.9,12.2,83,783.3,0,0
11/21/2022 22:30,11/22/2022 04:30,11,281,0,0,12.2,83,783.4,0,0
11/21/2022 22:20,11/22/2022 04:20,322,281,2.6,5.1,12.2,83,783.2,0,0
11/21/2022 22:10,11/22/2022 04:10,301,289,7.3,12,12.3,83,783.1,0,0
11/21/2022 22:00,11/22/2022 04:00,277,268,6.9,12.5,12.5,82,783.1,0,0
11/21/2022 21:50,11/22/2022 03:50,260,269,7.2,13.1,12.5,83,783,0.25,0
11/21/2022 21:40,11/22/2022 03:40,294,282,9.3,17.7,12.5,83,782.9,0,0
11/21/2022 21:30,11/22/2022 03:30,299,298,13.8,22.9,12.6,83,782.8,0.51,0
11/21/2022 21:20,11/22/2022 03:20,295,312,12.4,23.5,12.6,84,782.8,0.25,0
11/21/2022 21:10,11/22/2022 03:10,283,298,11.1,20.6,12.5,85,782.9,0.76,0
11/21/2022 21:00,11/22/2022 03:00,293,293,11.8,21.8,12.5,86,782.9,1.02,0
11/21/2022 20:50,11/22/2022 02:50,294,295,10.5,19.5,12.5,88,782.9,0.76,0
11/21/2022 20:40,11/22/2022 02:40,289,286,9.9,14.3,12.7,89,782.8,1.02,0
11/21/2022 20:30,11/22/2022 02:30,193,257,5.7,13.1,13,91,782.8,3.05,0
11/21/2022 20:20,11/22/2022 02:20,198,183,4.8,7.9,13.1,93,782.6,2.54,0
11/21/2022 20:10,11/22/2022 02:10,318,336,7.5,17.7,13.3,97,782.3,0.51,0
11/21/2022 20:00,11/22/2022 02:00,326,334,6.9,14.9,13.7,100,782.1,1.52,0
11/21/2022 19:50,11/22/2022 01:50,346,14,6.8,11.4,14.3,100,781.9,0.25,0
11/21/2022 19:40,11/22/2022 01:40,224,237,4.2,9.7,14.8,100,781.8,0,0
11/21/2022 19:30,11/22/2022 01:30,292,298,10.1,18.9,15.2,97,781.5,0,0
11/21/2022 19:20,11/22/2022 01:20,273,274,12.7,23.5,16,88,781.2,0,0
11/21/2022 19:10,11/22/2022 01:10,277,301,11.1,16.6,16.4,81,781,0,0
11/21/2022 19:00,11/22/2022 01:00,286,300,12,20.6,16.6,80,780.8,0,0
11/21/2022 18:50,11/22/2022 00:50,308,320,13.5,26.4,17,79,780.7,0,0
11/21/2022 18:40,11/22/2022 00:40,321,327,12.6,18.3,17.3,78,780.5,0,0
11/21/2022 18:30,11/22/2022 00:30,314,323,8.7,21.8,17.5,77,780.4,0,0
11/21/2022 18:20,11/22/2022 00:20,331,321,11.7,18.9,17.6,77,780.3,0,0
11/21/2022 18:10,11/22/2022 00:10,323,318,10.7,17.2,17.8,77,780.2,0,0
11/21/2022 18:00,11/22/2022 00:00,331,331,11.1,18.3,18,76,780,0,0
11/21/2022 17:50,11/21/2022 23:50,352,10,7.7,16,18.4,73,779.9,0,0
11/21/2022 17:40,11/21/2022 23:40,337,332,4.4,7.4,18.7,65,779.8,0,4
11/21/2022 17:30,11/21/2022 23:30,344,13,3.3,6.2,18.7,65,779.7,0,11
11/21/2022 17:20,11/21/2022 23:20,19,330,1.9,3.3,18.9,65,779.6,0,20
11/21/2022 17:10,11/21/2022 23:10,48,55,2.3,3.9,18.9,65,779.4,0,48
11/21/2022 17:00,11/21/2022 23:00,50,235,1.7,2.2,18.9,65,779.3,0,96
11/21/2022 16:50,11/21/2022 22:50,238,250,4.7,9.1,18.7,65,779.2,0,104
11/21/2022 16:40,11/21/2022 22:40,245,247,5.8,10.2,18.6,66,779,0,114
11/21/2022 16:30,11/21/2022 22:30,232,220,7.2,10.8,18.4,66,779,0,115
11/21/2022 16:20,11/21/2022 22:20,247,246,8.1,10.8,18.3,67,778.9,0,113
11/21/2022 16:10,11/21/2022 22:10,246,248,9.7,14.9,18.2,68,779,0,121
11/21/2022 16:00,11/21/2022 22:00,245,221,8.5,14.9,18.1,69,779,0,126
11/21/2022 15:50,11/21/2022 21:50,242,237,10.4,19.5,17.9,70,779,0,145
11/21/2022 15:40,11/21/2022 21:40,240,243,11.9,18.9,17.9,70,779,0,172
11/21/2022 15:30,11/21/2022 21:30,242,244,15.1,22.3,18.1,69,779,0,163
11/21/2022 15:20,11/21/2022 21:20,247,232,14.1,24.6,18.5,67,779,0,143
11/21/2022 15:10,11/21/2022 21:10,242,229,15.4,25.2,18.6,66,779,0,135
11/21/2022 15:00,11/21/2022 21:00,230,254,15.1,21.8,18.9,66,779,0,147
11/21/2022 14:50,11/21/2022 20:50,223,217,13.9,22.9,19.2,67,779,0,175
11/21/2022 14:40,11/21/2022 20:40,237,218,11.9,21.2,19.7,65,779,0,206
11/21/2022 14:30,11/21/2022 20:30,234,237,11,17.7,20,62,779.1,0,207
11/21/2022 14:20,11/21/2022 20:20,233,247,7.8,11.4,20,60,779.2,0,259
11/21/2022 14:10,11/21/2022 20:10,238,232,9,12.5,20.2,59,779.3,0,305
11/21/2022 14:00,11/21/2022 20:00,254,255,7,12,20.3,60,779.4,0,306
11/21/2022 13:50,11/21/2022 19:50,262,264,7,13.1,20.3,59,779.6,0,305
11/21/2022 13:40,11/21/2022 19:40,265,252,9.5,15.4,20.3,60,779.8,0,305
11/21/2022 13:30,11/21/2022 19:30,270,274,7.8,13.7,20.3,60,779.9,0,292
11/21/2022 13:20,11/21/2022 19:20,243,256,8.6,15.4,20.8,59,780,0,301
11/21/2022 13:10,11/21/2022 19:10,230,229,6.9,10.8,21.4,58,780.2,0,413
11/21/2022 13:00,11/21/2022 19:00,242,247,5.5,12,21.5,58,780.3,0,849
11/21/2022 12:50,11/21/2022 18:50,3,15,7.3,12.5,20.9,60,780.4,0,765
11/21/2022 12:40,11/21/2022 18:40,287,45,6,12,21.2,59,780.5,0,786
11/21/2022 12:30,11/21/2022 18:30,260,259,6.3,11.4,20.4,62,780.7,0,815
11/21/2022 12:20,11/21/2022 18:20,239,244,5.6,7.4,19.9,62,780.9,0,836
11/21/2022 12:10,11/21/2022 18:10,3,17,7.3,13.7,19.7,64,781.1,0,725
11/21/2022 12:00,11/21/2022 18:00,341,27,4.9,12,20.5,63,781.2,0,842
11/21/2022 11:50,11/21/2022 17:50,303,230,4.3,10.2,19.5,65,781.4,0,826
11/21/2022 11:40,11/21/2022 17:40,324,301,7.2,11.4,18.9,66,781.6,0,791
11/21/2022 11:30,11/21/2022 17:30,349,298,4.9,10.2,18.4,70,781.8,0,792
11/21/2022 11:20,11/21/2022 17:20,338,22,8.1,13.7,17.8,73,782,0,779
11/21/2022 11:10,11/21/2022 17:10,257,8,6.9,14.3,17.9,73,782.1,0,761
11/21/2022 11:00,11/21/2022 17:00,324,317,6,13.1,17.4,75,782.2,0,748
11/21/2022 10:50,11/21/2022 16:50,311,264,7.3,12.5,17.3,76,782.3,0,738
11/21/2022 10:40,11/21/2022 16:40,312,309,7.3,14.3,16.6,79,782.5,0,716
11/21/2022 10:30,11/21/2022 16:30,300,314,8.9,14.3,16.2,82,782.6,0,697
11/21/2022 10:20,11/21/2022 16:20,328,342,10.1,15.4,16,84,782.6,0,658
11/21/2022 10:10,11/21/2022 16:10,303,321,8.6,14.3,16.5,82,782.6,0,490
11/21/2022 10:00,11/21/2022 16:00,267,271,7,12.5,16.5,82,782.6,0,502
11/21/2022 09:50,11/21/2022 15:50,283,247,8.2,13.7,16,85,782.6,0,591
11/21/2022 09:40,11/21/2022 15:40,300,326,7.9,12.5,15.6,88,782.6,0,581
11/21/2022 09:30,11/21/2022 15:30,277,248,7.7,13.7,15.6,88,782.6,0,416
11/21/2022 09:20,11/21/2022 15:20,274,272,7.2,11.4,15.1,91,782.6,0,476
11/21/2022 09:10,11/21/2022 15:10,251,240,7.8,12,15,92,782.5,0,377
11/21/2022 09:00,11/21/2022 15:00,265,241,6.4,10.2,15,92,782.5,0,368
11/21/2022 08:50,11/21/2022 14:50,253,267,5.6,8.5,14.1,99,782.4,0,436
11/21/2022 08:40,11/21/2022 14:40,238,239,5.2,9.7,13.9,99,782.4,0,268
11/21/2022 08:30,11/21/2022 14:30,282,242,4.9,8.5,13.4,99,782.4,0,259
11/21/2022 08:20,11/21/2022 14:20,270,314,5.9,10.2,12.8,99,782.3,0,199
11/21/2022 08:10,11/21/2022 14:10,281,298,4.9,8.5,12.5,99,782.2,0,131
11/21/2022 08:00,11/21/2022 14:00,286,258,2.8,7.4,12.3,99,782.1,0,76
11/21/2022 07:50,11/21/2022 13:50,266,255,4,7.9,12.1,99,782.2,0,43
11/21/2022 07:40,11/21/2022 13:40,264,264,4.8,7.4,12,99,782.2,0,35
11/21/2022 07:30,11/21/2022 13:30,286,283,0,0,11.9,99,782.1,0,31
11/21/2022 07:20,11/21/2022 13:20,256,283,0,0,11.8,99,782,0,23
11/21/2022 07:10,11/21/2022 13:10,320,283,0,0,11.7,99,781.9,0,14
11/21/2022 07:00,11/21/2022 13:00,289,283,0,0,11.7,99,781.8,0,5
11/21/2022 06:50,11/21/2022 12:50,262,283,0,0,11.7,99,781.7,0,1
11/21/2022 06:40,11/21/2022 12:40,284,283,1.6,2.2,11.8,99,781.7,0,0
11/21/2022 06:30,11/21/2022 12:30,296,287,2.8,5.6,11.8,99,781.7,0,0
11/21/2022 06:20,11/21/2022 12:20,265,276,4.2,9.1,11.8,99,781.6,0,0
11/21/2022 06:10,11/21/2022 12:10,256,244,5.3,7.9,11.9,99,781.5,0,0
11/21/2022 06:00,11/21/2022 12:00,259,265,3.3,6.2,11.8,99,781.5,0,0
11/21/2022 05:50,11/21/2022 11:50,276,271,3.6,6.2,11.8,99,781.5,0,0
11/21/2022 05:40,11/21/2022 11:40,285,297,4.8,8.5,11.8,99,781.5,0,0
11/21/2022 05:30,11/21/2022 11:30,286,290,5.5,9.1,11.8,99,781.4,0,0
11/21/2022 05:20,11/21/2022 11:20,289,287,4.7,7.4,11.8,99,781.4,0,0
11/21/2022 05:10,11/21/2022 11:10,276,271,3.4,8.5,11.8,99,781.4,0,0
11/21/2022 05:00,11/21/2022 11:00,288,303,5.4,12,11.8,99,781.4,0,0
11/21/2022 04:50,11/21/2022 10:50,291,297,7,12,11.7,99,781.4,0,0
11/21/2022 04:40,11/21/2022 10:40,287,317,5.4,13.1,11.7,99,781.3,0,0
11/21/2022 04:30,11/21/2022 10:30,291,264,6.7,12.5,11.7,99,781.3,0,0
11/21/2022 04:20,11/21/2022 10:20,274,301,4.6,12,11.7,99,781.3,0,0
11/21/2022 04:10,11/21/2022 10:10,265,264,7.3,11.4,11.8,99,781.3,0,0
11/21/2022 04:00,11/21/2022 10:00,276,278,7.9,16,12,99,781.2,0,0
11/21/2022 03:50,11/21/2022 09:50,287,298,7.2,14.3,12.3,99,781.2,0,0
11/21/2022 03:40,11/21/2022 09:40,307,315,7.5,14.3,12.3,99,781.2,0,0
11/21/2022 03:30,11/21/2022 09:30,305,306,7,13.1,12.3,99,781.2,0,0
11/21/2022 03:20,11/21/2022 09:20,308,305,7.3,12.5,12.4,99,781.2,0,0
11/21/2022 03:10,11/21/2022 09:10,292,285,7.3,14.9,12.4,99,781.3,0,0
11/21/2022 03:00,11/21/2022 09:00,295,300,6.6,12.5,12.5,99,781.3,0,0
