


Fecha Local,Fecha UTC,Direcci�n del Viento (grados),Direcci�n de r�faga (grados),Rapidez de viento (km/h),Rapidez de r�faga (km/h),Temperatura del Aire (�C),Humedad relativa (%),Presi�n Atmosf�rica (hpa),Precipitaci�n (mm),Radiaci�n Solar (W/m�),
2022-10-15 14:40:00,2022-10-15 19:40:00,252.0,197.0,6.9,11.4,24.8,43,779.5,0,877,
2022-10-15 14:30:00,2022-10-15 19:30:00,317.0,305.0,6.8,14.3,24.3,46,779.7,0,878,
2022-10-15 14:20:00,2022-10-15 19:20:00,14.0,14.0,6.6,10.2,23.9,47,779.8,0,884,
2022-10-15 14:10:00,2022-10-15 19:10:00,51.0,42.0,8.3,15.4,24.1,47,779.9,0,879,
2022-10-15 14:00:00,2022-10-15 19:00:00,120.0,151.0,6.9,11.4,24.5,47,780,0,918,
2022-10-15 13:50:00,2022-10-15 18:50:00,111.0,89.0,4.5,12,24.3,47,780.1,0,931,
2022-10-15 13:40:00,2022-10-15 18:40:00,222.0,200.0,6.3,11.4,23.9,48,780.2,0,942,
2022-10-15 13:30:00,2022-10-15 18:30:00,165.0,167.0,5.4,9.7,23.4,49,780.4,0,945,
2022-10-15 13:20:00,2022-10-15 18:20:00,223.0,256.0,6.6,10.8,22.9,51,780.6,0,946,
2022-10-15 13:10:00,2022-10-15 18:10:00,289.0,280.0,7.4,12,22.3,53,780.8,0,935,
2022-10-15 13:00:00,2022-10-15 18:00:00,355.0,319.0,8.9,16,21.7,54,781,0,919,
2022-10-15 12:50:00,2022-10-15 17:50:00,299.0,331.0,7.9,15.4,22.3,52,781.3,0,906,
2022-10-15 12:40:00,2022-10-15 17:40:00,251.0,248.0,6,12,22,53,781.4,0,904,
2022-10-15 12:30:00,2022-10-15 17:30:00,344.0,336.0,7.3,15.4,21.6,54,781.6,0,906,
2022-10-15 12:20:00,2022-10-15 17:20:00,274.0,229.0,5.4,8.5,21.4,56,781.7,0,912,
2022-10-15 12:10:00,2022-10-15 17:10:00,0.0,17.0,7.7,13.7,21.1,57,781.8,0,903,
2022-10-15 12:00:00,2022-10-15 17:00:00,319.0,30.0,5.4,10.8,21.3,57,781.9,0,883,
2022-10-15 11:50:00,2022-10-15 16:50:00,160.0,237.0,5.8,11.4,20.7,60,782,0,874,
2022-10-15 11:40:00,2022-10-15 16:40:00,2.0,112.0,3.9,10.2,20,62,782,0,866,
2022-10-15 11:30:00,2022-10-15 16:30:00,17.0,26.0,7.9,12,19.9,64,782.1,0,842,
2022-10-15 11:20:00,2022-10-15 16:20:00,301.0,31.0,5.2,13.1,20,66,782.2,0,810,
2022-10-15 11:10:00,2022-10-15 16:10:00,288.0,301.0,6.2,12.5,19.2,69,782.2,0,778,
2022-10-15 11:00:00,2022-10-15 16:00:00,328.0,326.0,5.8,10.2,19.1,71,782.3,0,736,
2022-10-15 10:50:00,2022-10-15 15:50:00,318.0,304.0,5,10.8,19,72,782.3,0,714,
2022-10-15 10:40:00,2022-10-15 15:40:00,329.0,331.0,4.8,8.5,19,73,782.3,0,681,
2022-10-15 10:30:00,2022-10-15 15:30:00,262.0,242.0,2.5,5.6,18.7,75,782.3,0,645,
2022-10-15 10:20:00,2022-10-15 15:20:00,288.0,312.0,3.9,7.4,17.9,78,782.3,0,609,
2022-10-15 10:10:00,2022-10-15 15:10:00,351.0,298.0,5.5,8.5,17.4,80,782.3,0,572,
2022-10-15 10:00:00,2022-10-15 15:00:00,21.0,348.0,5.2,8.5,17.3,82,782.2,0,531,
2022-10-15 09:50:00,2022-10-15 14:50:00,156.0,161.0,3.8,6.2,16.7,84,782.3,0,490,
2022-10-15 09:40:00,2022-10-15 14:40:00,2.0,9.0,6.1,12.5,16.3,86,782.2,0,452,
2022-10-15 09:30:00,2022-10-15 14:30:00,359.0,10.0,4.8,9.1,16.5,85,782.1,0,415,
2022-10-15 09:20:00,2022-10-15 14:20:00,8.0,30.0,4.2,8.5,16.5,86,782,0,370,
2022-10-15 09:10:00,2022-10-15 14:10:00,51.0,26.0,2,3.3,16.2,87,782,0,326,
2022-10-15 09:00:00,2022-10-15 14:00:00,349.0,308.0,2.5,5.6,15.8,91,781.9,0,287,
2022-10-15 08:50:00,2022-10-15 13:50:00,17.0,26.0,3.4,6.2,15.2,95,781.8,0,245,
2022-10-15 08:40:00,2022-10-15 13:40:00,18.0,26.0,2.5,5.6,15,96,781.8,0,205,
2022-10-15 08:30:00,2022-10-15 13:30:00,329.0,29.0,1.6,2.2,14.6,99,781.7,0,167,
2022-10-15 08:20:00,2022-10-15 13:20:00,335.0,269.0,0,0,13.8,100,781.7,0,125,
2022-10-15 08:10:00,2022-10-15 13:10:00,280.0,269.0,0,0,13.1,99,781.6,0,88,
2022-10-15 08:00:00,2022-10-15 13:00:00,255.0,269.0,0,0,12.5,99,781.6,0,55,
2022-10-15 07:50:00,2022-10-15 12:50:00,274.0,269.0,3,5.1,12.4,99,781.5,0,24,
2022-10-15 07:40:00,2022-10-15 12:40:00,245.0,283.0,2.3,4.5,12.5,99,781.4,0,5,
2022-10-15 07:30:00,2022-10-15 12:30:00,229.0,245.0,3.5,5.6,12.5,99,781.4,0,0,
2022-10-15 07:20:00,2022-10-15 12:20:00,248.0,240.0,3.7,5.6,12.4,99,781.3,0,0,
2022-10-15 07:10:00,2022-10-15 12:10:00,271.0,260.0,4.4,6.2,12.4,100,781.3,0,0,
2022-10-15 07:00:00,2022-10-15 12:00:00,270.0,264.0,4.9,7.4,12.6,99,781.2,0,0,
2022-10-15 06:50:00,2022-10-15 11:50:00,274.0,287.0,4.9,9.7,12.6,100,781.2,0,0,
2022-10-15 06:40:00,2022-10-15 11:40:00,261.0,264.0,4.2,7.4,12.8,99,781.1,0,0,
2022-10-15 06:30:00,2022-10-15 11:30:00,277.0,295.0,5,7.9,12.8,100,781,0,0,
2022-10-15 06:20:00,2022-10-15 11:20:00,277.0,260.0,1.9,5.1,13,100,781,0,0,
2022-10-15 06:10:00,2022-10-15 11:10:00,252.0,253.0,5.9,7.4,13.2,99,781,0,0,
2022-10-15 06:00:00,2022-10-15 11:00:00,255.0,254.0,2.9,7.4,13,100,781,0,0,
2022-10-15 05:50:00,2022-10-15 10:50:00,263.0,237.0,1.8,4.5,13.2,100,781,0,0,
2022-10-15 05:40:00,2022-10-15 10:40:00,278.0,270.0,3.8,6.8,13.3,100,781,0,0,
2022-10-15 05:30:00,2022-10-15 10:30:00,258.0,269.0,5.8,8.5,13.4,100,780.9,0,0,
2022-10-15 05:20:00,2022-10-15 10:20:00,251.0,257.0,6.3,8.5,13.4,100,780.9,0,0,
2022-10-15 05:10:00,2022-10-15 10:10:00,259.0,262.0,3.6,7.9,13.4,100,780.9,0,0,
2022-10-15 05:00:00,2022-10-15 10:00:00,259.0,263.0,0,0,13.5,100,780.9,0,0,
2022-10-15 04:50:00,2022-10-15 09:50:00,246.0,263.0,0,0,13.5,100,781,0,0,
2022-10-15 04:40:00,2022-10-15 09:40:00,250.0,263.0,0,0,13.6,100,780.9,0,0,
2022-10-15 04:30:00,2022-10-15 09:30:00,244.0,263.0,2.6,5.6,13.6,100,780.9,0,0,
2022-10-15 04:20:00,2022-10-15 09:20:00,242.0,241.0,6.8,9.1,13.7,100,780.9,0,0,
2022-10-15 04:10:00,2022-10-15 09:10:00,238.0,247.0,5.5,8.5,14,100,780.9,0,0,
2022-10-15 04:00:00,2022-10-15 09:00:00,242.0,250.0,7,9.1,14.1,100,780.9,0,0,
2022-10-15 03:50:00,2022-10-15 08:50:00,255.0,245.0,4.6,10.2,14.2,100,780.9,0,0,
2022-10-15 03:40:00,2022-10-15 08:40:00,257.0,257.0,5.8,10.2,14.3,100,780.9,0,0,
2022-10-15 03:30:00,2022-10-15 08:30:00,268.0,272.0,6.2,9.1,14.3,100,780.9,0,0,
2022-10-15 03:20:00,2022-10-15 08:20:00,272.0,274.0,7,10.2,14.3,100,780.9,0,0,
2022-10-15 03:10:00,2022-10-15 08:10:00,268.0,271.0,5.3,9.7,14.3,100,780.9,0,0,
2022-10-15 03:00:00,2022-10-15 08:00:00,280.0,254.0,5.7,9.7,14.2,100,780.9,0,0,
2022-10-15 02:50:00,2022-10-15 07:50:00,286.0,337.0,3.8,9.7,14.2,100,781,0,0,
2022-10-15 02:40:00,2022-10-15 07:40:00,285.0,299.0,5.6,10.8,14.2,100,781,0,0,
2022-10-15 02:30:00,2022-10-15 07:30:00,278.0,271.0,6.3,9.7,14.3,100,781,0,0,
2022-10-15 02:20:00,2022-10-15 07:20:00,282.0,302.0,6.2,10.2,14.5,100,781,0,0,
2022-10-15 02:10:00,2022-10-15 07:10:00,292.0,283.0,10.5,16,14.5,100,781.1,0,0,
2022-10-15 02:00:00,2022-10-15 07:00:00,293.0,301.0,7.5,13.1,14.5,100,781.1,0,0,
2022-10-15 01:50:00,2022-10-15 06:50:00,286.0,297.0,7.2,12.5,14.6,100,781.2,0,0,
2022-10-15 01:40:00,2022-10-15 06:40:00,287.0,300.0,8.6,14.9,14.7,100,781.2,0,0,
2022-10-15 01:30:00,2022-10-15 06:30:00,295.0,303.0,8.5,17.7,14.7,100,781.2,0,0,
2022-10-15 01:20:00,2022-10-15 06:20:00,295.0,300.0,7,14.3,14.8,99,781.2,0,0,
2022-10-15 01:10:00,2022-10-15 06:10:00,288.0,276.0,7.5,12.5,14.9,97,781.2,0,0,
2022-10-15 01:00:00,2022-10-15 06:00:00,281.0,278.0,8.3,13.7,15,95,781.2,0,0,
2022-10-15 00:50:00,2022-10-15 05:50:00,279.0,277.0,8.4,12.5,15.1,94,781.2,0,0,
2022-10-15 00:40:00,2022-10-15 05:40:00,277.0,252.0,8.2,13.7,15.2,93,781.3,0,0,
2022-10-15 00:30:00,2022-10-15 05:30:00,285.0,252.0,7.8,13.1,15.3,92,781.4,0,0,
2022-10-15 00:20:00,2022-10-15 05:20:00,278.0,275.0,7.3,14.3,15.5,90,781.4,0,0,
2022-10-15 00:10:00,2022-10-15 05:10:00,296.0,289.0,9.6,16,15.7,89,781.5,0,0,
2022-10-15 00:00:00,2022-10-15 05:00:00,291.0,331.0,8.6,14.9,15.8,88,781.5,0,0,
2022-10-14 23:50:00,2022-10-15 04:50:00,283.0,301.0,7.9,15.4,16,87,781.5,0,0,
2022-10-14 23:40:00,2022-10-15 04:40:00,288.0,299.0,8.6,14.9,16.2,87,781.4,0,0,
2022-10-14 23:30:00,2022-10-15 04:30:00,302.0,299.0,8.2,16,16.3,87,781.4,0,0,
2022-10-14 23:20:00,2022-10-15 04:20:00,295.0,300.0,9.7,18.9,16.4,86,781.3,0,0,
2022-10-14 23:10:00,2022-10-15 04:10:00,292.0,312.0,10.4,18.9,16.6,85,781.2,0,0,
2022-10-14 23:00:00,2022-10-15 04:00:00,292.0,301.0,11.6,20,16.7,84,781.1,0,0,
2022-10-14 22:50:00,2022-10-15 03:50:00,297.0,302.0,10.1,20,16.9,83,781,0,0,
2022-10-14 22:40:00,2022-10-15 03:40:00,307.0,295.0,11.3,19.5,17.1,82,780.9,0,0,
2022-10-14 22:30:00,2022-10-15 03:30:00,304.0,285.0,9.3,18.3,17.2,81,780.7,0,0,
2022-10-14 22:20:00,2022-10-15 03:20:00,300.0,292.0,8.8,16,17.4,80,780.6,0,0,
2022-10-14 22:10:00,2022-10-15 03:10:00,305.0,312.0,9.4,17.7,17.6,78,780.5,0,0,
2022-10-14 22:00:00,2022-10-15 03:00:00,304.0,312.0,7.9,13.7,17.9,75,780.5,0,0,
2022-10-14 21:50:00,2022-10-15 02:50:00,320.0,311.0,7,12.5,18.1,72,780.4,0,0,
2022-10-14 21:40:00,2022-10-15 02:40:00,344.0,7.0,9,14.9,18.3,72,780.3,0,0,
2022-10-14 21:30:00,2022-10-15 02:30:00,10.0,18.0,7.6,15.4,18.5,70,780.1,0,0,
2022-10-14 21:20:00,2022-10-15 02:20:00,331.0,322.0,7.3,12,18.7,67,780,0,0,
2022-10-14 21:10:00,2022-10-15 02:10:00,326.0,329.0,8.7,14.3,19,64,779.8,0,0,
2022-10-14 21:00:00,2022-10-15 02:00:00,322.0,326.0,11,18.3,19.2,62,779.6,0,0,
2022-10-14 20:50:00,2022-10-15 01:50:00,332.0,327.0,14.4,24.6,19.6,59,779.4,0,0,
2022-10-14 20:40:00,2022-10-15 01:40:00,323.0,308.0,11.1,17.7,19.9,55,779.1,0,0,
2022-10-14 20:30:00,2022-10-15 01:30:00,315.0,322.0,12.7,26.4,20,53,778.9,0,0,
2022-10-14 20:20:00,2022-10-15 01:20:00,310.0,309.0,8.7,20,20.3,52,778.7,0,0,
2022-10-14 20:10:00,2022-10-15 01:10:00,313.0,303.0,13.5,24.1,20.5,51,778.5,0,0,
2022-10-14 20:00:00,2022-10-15 01:00:00,317.0,304.0,9.8,18.9,20.6,51,778.4,0,0,
2022-10-14 19:50:00,2022-10-15 00:50:00,311.0,313.0,10.5,18.3,20.8,51,778.4,0,0,
2022-10-14 19:40:00,2022-10-15 00:40:00,325.0,331.0,12.2,21.8,21.1,50,778.2,0,0,
2022-10-14 19:30:00,2022-10-15 00:30:00,307.0,300.0,10.5,17.2,21.3,50,778.2,0,0,
2022-10-14 19:20:00,2022-10-15 00:20:00,324.0,334.0,10.5,16,21.5,49,778.1,0,1,
2022-10-14 19:10:00,2022-10-15 00:10:00,331.0,323.0,10.2,14.9,21.7,48,778,0,10,
2022-10-14 19:00:00,2022-10-15 00:00:00,328.0,327.0,11.9,18.3,21.9,48,777.9,0,39,
2022-10-14 18:50:00,2022-10-14 23:50:00,330.0,319.0,11.4,18.9,21.9,48,777.9,0,49,
2022-10-14 18:40:00,2022-10-14 23:40:00,324.0,322.0,10.8,17.7,22.1,48,777.8,0,65,
2022-10-14 18:30:00,2022-10-14 23:30:00,326.0,338.0,10.6,16,22.2,48,777.8,0,103,
2022-10-14 18:20:00,2022-10-14 23:20:00,317.0,318.0,10.9,18.3,22.2,48,777.8,0,131,
2022-10-14 18:10:00,2022-10-14 23:10:00,329.0,334.0,11,22.3,22.3,47,777.7,0,154,
2022-10-14 18:00:00,2022-10-14 23:00:00,328.0,311.0,12.2,19.5,22.4,47,777.6,0,158,
2022-10-14 17:50:00,2022-10-14 22:50:00,323.0,315.0,12.5,18.3,22.5,47,777.6,0,141,
2022-10-14 17:40:00,2022-10-14 22:40:00,303.0,298.0,11.8,23.5,22.9,47,777.6,0,213,
2022-10-14 17:30:00,2022-10-14 22:30:00,327.0,347.0,10.5,18.9,23.1,46,777.6,0,288,
2022-10-14 17:20:00,2022-10-14 22:20:00,314.0,302.0,7.7,12,23.2,46,777.6,0,298,
2022-10-14 17:10:00,2022-10-14 22:10:00,315.0,301.0,13.3,20,23.5,45,777.6,0,384,
2022-10-14 17:00:00,2022-10-14 22:00:00,310.0,283.0,9.6,17.7,23.7,45,777.6,0,446,
2022-10-14 16:50:00,2022-10-14 21:50:00,315.0,310.0,9,18.9,23.4,46,777.5,0,507,
2022-10-14 16:40:00,2022-10-14 21:40:00,52.0,0.0,8,17.2,23.3,46,777.6,0,528,
2022-10-14 16:30:00,2022-10-14 21:30:00,9.0,13.0,7.6,19.5,23.5,45,777.7,0,574,
2022-10-14 16:20:00,2022-10-14 21:20:00,297.0,305.0,9.2,18.3,23.5,45,777.7,0,601,
2022-10-14 16:10:00,2022-10-14 21:10:00,311.0,307.0,9.5,20,23.5,45,777.8,0,643,
2022-10-14 16:00:00,2022-10-14 21:00:00,327.0,331.0,8.1,16.6,23.3,45,777.9,0,654,
2022-10-14 15:50:00,2022-10-14 20:50:00,341.0,351.0,8.3,14.3,23.8,44,778,0,700,
2022-10-14 15:40:00,2022-10-14 20:40:00,280.0,293.0,7.5,15.4,24,44,778.1,0,729,
2022-10-14 15:30:00,2022-10-14 20:30:00,270.0,271.0,8.6,14.3,23.5,45,778.3,0,758,
2022-10-14 15:20:00,2022-10-14 20:20:00,303.0,332.0,8.1,16,23.4,45,778.4,0,769,
2022-10-14 15:10:00,2022-10-14 20:10:00,291.0,303.0,8,16.6,22.7,47,778.5,0,797,
2022-10-14 15:00:00,2022-10-14 20:00:00,35.0,18.0,10.9,22.3,22.8,47,778.7,0,860,
2022-10-14 14:50:00,2022-10-14 19:50:00,327.0,330.0,7.3,13.1,23,46,778.9,0,864,
2022-10-14 14:40:00,2022-10-14 19:40:00,221.0,249.0,6.5,10.2,22.8,46,779,0,864,
2022-10-14 14:30:00,2022-10-14 19:30:00,323.0,352.0,8.4,20,22.1,49,779.2,0,923,
2022-10-14 14:20:00,2022-10-14 19:20:00,6.0,29.0,8.4,14.3,22.2,49,779.4,0,712,
2022-10-14 14:10:00,2022-10-14 19:10:00,17.0,50.0,5.2,16.6,22.5,48,779.5,0,908,
2022-10-14 14:00:00,2022-10-14 19:00:00,124.0,140.0,10.2,16,21.6,51,779.6,0,927,
2022-10-14 13:50:00,2022-10-14 18:50:00,56.0,45.0,7.2,16.6,21.2,52,779.8,0,939,
2022-10-14 13:40:00,2022-10-14 18:40:00,57.0,45.0,9.3,14.3,20.9,54,779.9,0,854,
2022-10-14 13:30:00,2022-10-14 18:30:00,44.0,55.0,9.2,20,20.7,55,780.1,0,603,
2022-10-14 13:20:00,2022-10-14 18:20:00,18.0,4.0,8.8,18.9,20.9,54,780.3,0,612,
2022-10-14 13:10:00,2022-10-14 18:10:00,19.0,16.0,7.2,18.9,21.4,52,780.3,0,905,
2022-10-14 13:00:00,2022-10-14 18:00:00,277.0,277.0,6.3,13.7,20.8,53,780.5,0,907,
2022-10-14 12:50:00,2022-10-14 17:50:00,12.0,299.0,9.3,17.7,20.6,55,780.7,0,970,
2022-10-14 12:40:00,2022-10-14 17:40:00,95.0,87.0,8.6,16,20.3,56,780.8,0,940,
2022-10-14 12:30:00,2022-10-14 17:30:00,353.0,35.0,6.4,14.9,19.8,57,781,0,898,
2022-10-14 12:20:00,2022-10-14 17:20:00,352.0,354.0,7.7,13.1,19.1,60,781.1,0,838,
2022-10-14 12:10:00,2022-10-14 17:10:00,319.0,337.0,6.9,12.5,19.3,59,781.2,0,277,
2022-10-14 12:00:00,2022-10-14 17:00:00,13.0,21.0,8.6,16.6,19,60,781.2,0,884,
2022-10-14 11:50:00,2022-10-14 16:50:00,36.0,6.0,10,14.9,18.8,61,781.3,0,861,
2022-10-14 11:40:00,2022-10-14 16:40:00,40.0,54.0,9,17.7,19.2,61,781.4,0,525,
2022-10-14 11:30:00,2022-10-14 16:30:00,8.0,270.0,7.3,12,19.2,59,781.5,0,829,
2022-10-14 11:20:00,2022-10-14 16:20:00,335.0,316.0,8.6,17.2,18.8,60,781.5,0,709,
2022-10-14 11:10:00,2022-10-14 16:10:00,318.0,16.0,7.7,14.9,19,59,781.6,0,739,
2022-10-14 11:00:00,2022-10-14 16:00:00,261.0,246.0,6.5,9.7,18.8,62,781.6,0,752,
2022-10-14 10:50:00,2022-10-14 15:50:00,269.0,254.0,5.9,10.2,19.2,62,781.6,0,719,
2022-10-14 10:40:00,2022-10-14 15:40:00,276.0,277.0,5.5,9.1,18.8,65,781.6,0,658,
2022-10-14 10:30:00,2022-10-14 15:30:00,237.0,263.0,5.6,8.5,17.8,67,781.7,0,633,
2022-10-14 10:20:00,2022-10-14 15:20:00,208.0,160.0,5,9.1,17.2,68,781.7,0,589,
2022-10-14 10:10:00,2022-10-14 15:10:00,203.0,221.0,5.7,9.1,17,69,781.8,0,526,
2022-10-14 10:00:00,2022-10-14 15:00:00,155.0,107.0,6,10.2,16.7,69,781.7,0,563,
2022-10-14 09:50:00,2022-10-14 14:50:00,43.0,20.0,6.1,10.2,16.3,72,781.6,0,498,
2022-10-14 09:40:00,2022-10-14 14:40:00,5.0,33.0,4.7,9.1,16.4,74,781.6,0,472,
2022-10-14 09:30:00,2022-10-14 14:30:00,24.0,12.0,4.4,8.5,16.5,74,781.4,0,383,
2022-10-14 09:20:00,2022-10-14 14:20:00,100.0,140.0,3.1,7.9,16.3,75,781.3,0,378,
2022-10-14 09:10:00,2022-10-14 14:10:00,17.0,68.0,2.5,5.6,15.8,77,781.2,0,339,
2022-10-14 09:00:00,2022-10-14 14:00:00,8.0,25.0,3.3,5.6,15.5,78,781.1,0,305,
2022-10-14 08:50:00,2022-10-14 13:50:00,301.0,290.0,1.7,3.3,14.9,81,781,0,247,
2022-10-14 08:40:00,2022-10-14 13:40:00,295.0,294.0,2.4,4.5,14.3,83,780.9,0,165,
2022-10-14 08:30:00,2022-10-14 13:30:00,290.0,314.0,3.5,6.8,13.9,84,780.7,0,139,
2022-10-14 08:20:00,2022-10-14 13:20:00,282.0,271.0,4,6.8,13.2,87,780.6,0,139,
2022-10-14 08:10:00,2022-10-14 13:10:00,274.0,271.0,4.7,6.8,12.5,91,780.5,0,100,
2022-10-14 08:00:00,2022-10-14 13:00:00,263.0,244.0,4.9,6.8,11.9,95,780.4,0,64,
2022-10-14 07:50:00,2022-10-14 12:50:00,268.0,270.0,3.8,6.2,11.5,98,780.3,0,31,
2022-10-14 07:40:00,2022-10-14 12:40:00,277.0,273.0,3.9,5.6,11.5,97,780.2,0,6,
2022-10-14 07:30:00,2022-10-14 12:30:00,274.0,274.0,4.4,6.2,11.6,95,780.2,0,0,
2022-10-14 07:20:00,2022-10-14 12:20:00,276.0,273.0,4,5.6,11.7,95,780.1,0,0,
2022-10-14 07:10:00,2022-10-14 12:10:00,288.0,294.0,4.5,7.4,11.8,95,780,0,0,
2022-10-14 07:00:00,2022-10-14 12:00:00,283.0,288.0,4.9,7.4,11.8,94,779.9,0,0,
2022-10-14 06:50:00,2022-10-14 11:50:00,287.0,284.0,5,7.9,12,94,779.8,0,0,
2022-10-14 06:40:00,2022-10-14 11:40:00,316.0,318.0,5.7,7.9,12.1,94,779.8,0,0,
2022-10-14 06:30:00,2022-10-14 11:30:00,316.0,313.0,5.2,6.8,12.3,93,779.8,0,0,
2022-10-14 06:20:00,2022-10-14 11:20:00,330.0,315.0,4.7,6.8,12.3,94,779.8,0,0,
2022-10-14 06:10:00,2022-10-14 11:10:00,335.0,287.0,3.5,5.6,12.4,92,779.8,0,0,
2022-10-14 06:00:00,2022-10-14 11:00:00,276.0,301.0,4.1,6.8,12.5,91,779.9,0,0,
2022-10-14 05:50:00,2022-10-14 10:50:00,225.0,241.0,2.9,6.8,12.6,92,779.8,0,0,
2022-10-14 05:40:00,2022-10-14 10:40:00,199.0,206.0,1.6,2.2,12.6,94,779.8,0,0,
2022-10-14 05:30:00,2022-10-14 10:30:00,248.0,273.0,1.6,2.2,12.6,91,779.7,0,0,
2022-10-14 05:20:00,2022-10-14 10:20:00,250.0,257.0,4.6,6.8,12.8,90,779.7,0,0,
2022-10-14 05:10:00,2022-10-14 10:10:00,251.0,248.0,6.1,7.9,12.8,89,779.8,0,0,
2022-10-14 05:00:00,2022-10-14 10:00:00,252.0,258.0,4.2,6.2,12.8,90,779.9,0,0,
2022-10-14 04:50:00,2022-10-14 09:50:00,259.0,257.0,5.4,7.9,12.8,89,780,0,0,
2022-10-14 04:40:00,2022-10-14 09:40:00,262.0,264.0,5.3,7.4,12.8,89,780,0,0,
2022-10-14 04:30:00,2022-10-14 09:30:00,264.0,255.0,4.8,7.4,13,88,779.9,0,0,
2022-10-14 04:20:00,2022-10-14 09:20:00,251.0,254.0,5,7.4,13,88,780,0,0,
2022-10-14 04:10:00,2022-10-14 09:10:00,263.0,260.0,5.4,7.4,13,88,779.9,0,0,
2022-10-14 04:00:00,2022-10-14 09:00:00,266.0,277.0,4.3,7.4,13.2,86,779.9,0,0,
2022-10-14 03:50:00,2022-10-14 08:50:00,255.0,269.0,7.1,9.7,13.3,84,779.9,0,0,
2022-10-14 03:40:00,2022-10-14 08:40:00,264.0,274.0,5.9,7.9,13.3,84,780,0,0,
2022-10-14 03:30:00,2022-10-14 08:30:00,274.0,276.0,5.6,8.5,13.4,82,780.1,0,0,
2022-10-14 03:20:00,2022-10-14 08:20:00,283.0,270.0,5.9,9.1,13.5,81,780.1,0,0,
2022-10-14 03:10:00,2022-10-14 08:10:00,280.0,279.0,5.8,9.1,13.6,80,780.2,0,0,
2022-10-14 03:00:00,2022-10-14 08:00:00,269.0,278.0,5.3,7.9,13.6,80,780.3,0,0,
2022-10-14 02:50:00,2022-10-14 07:50:00,276.0,281.0,4.2,6.8,13.8,80,780.4,0,0,
2022-10-14 02:40:00,2022-10-14 07:40:00,273.0,280.0,5.7,9.1,13.9,79,780.4,0,0,
2022-10-14 02:30:00,2022-10-14 07:30:00,283.0,272.0,7.4,10.8,14,79,780.5,0,0,
2022-10-14 02:20:00,2022-10-14 07:20:00,277.0,275.0,6.9,11.4,14.1,79,780.7,0,0,
2022-10-14 02:10:00,2022-10-14 07:10:00,277.0,271.0,7.8,10.8,14.2,79,780.7,0,0,
2022-10-14 02:00:00,2022-10-14 07:00:00,285.0,287.0,6.3,9.7,14.3,79,780.9,0,0,
2022-10-14 01:50:00,2022-10-14 06:50:00,275.0,278.0,6.4,9.1,14.4,79,781,0,0,
2022-10-14 01:40:00,2022-10-14 06:40:00,283.0,276.0,6.6,9.7,14.5,79,781.1,0,0,
2022-10-14 01:30:00,2022-10-14 06:30:00,285.0,296.0,5.7,12,14.6,79,781.1,0,0,
2022-10-14 01:20:00,2022-10-14 06:20:00,289.0,257.0,6.3,9.7,14.7,78,781.2,0,0,
2022-10-14 01:10:00,2022-10-14 06:10:00,286.0,275.0,7.1,12,14.8,78,781.2,0,0,
2022-10-14 01:00:00,2022-10-14 06:00:00,278.0,257.0,7.3,12.5,15,77,781.2,0,0,
2022-10-14 00:50:00,2022-10-14 05:50:00,294.0,296.0,7.1,14.3,15.2,76,781.2,0,0,
2022-10-14 00:40:00,2022-10-14 05:40:00,301.0,303.0,8.2,14.3,15.3,76,781.3,0,0,
2022-10-14 00:30:00,2022-10-14 05:30:00,305.0,296.0,8,12.5,15.4,76,781.3,0,0,
2022-10-14 00:20:00,2022-10-14 05:20:00,295.0,302.0,8.4,15.4,15.5,76,781.3,0,0,
2022-10-14 00:10:00,2022-10-14 05:10:00,293.0,299.0,8.1,12.5,15.6,75,781.3,0,0,
2022-10-14 00:00:00,2022-10-14 05:00:00,295.0,295.0,6.7,12,15.8,75,781.3,0,0,
2022-10-13 23:50:00,2022-10-14 04:50:00,283.0,304.0,8.2,17.7,16,75,781.3,0,0,
2022-10-13 23:40:00,2022-10-14 04:40:00,293.0,314.0,9.4,14.9,16.1,74,781.3,0,0,
2022-10-13 23:30:00,2022-10-14 04:30:00,290.0,282.0,8.7,15.4,16.2,74,781.4,0,0,
2022-10-13 23:20:00,2022-10-14 04:20:00,291.0,298.0,8.3,13.7,16.3,74,781.4,0,0,
2022-10-13 23:10:00,2022-10-14 04:10:00,287.0,310.0,8.4,15.4,16.5,73,781.3,0,0,
2022-10-13 23:00:00,2022-10-14 04:00:00,286.0,293.0,8.3,13.7,16.7,73,781.3,0,0,
2022-10-13 22:50:00,2022-10-14 03:50:00,292.0,296.0,12.5,21.8,16.9,72,781.2,0,0,
2022-10-13 22:40:00,2022-10-14 03:40:00,292.0,301.0,11.8,21.2,17,72,781.1,0,0,
2022-10-13 22:30:00,2022-10-14 03:30:00,287.0,297.0,11.6,20.6,17.1,70,781,0,0,
2022-10-13 22:20:00,2022-10-14 03:20:00,286.0,295.0,10.6,20,17.3,69,780.9,0,0,
2022-10-13 22:10:00,2022-10-14 03:10:00,290.0,294.0,9.8,16.6,17.6,68,780.8,0,0,
2022-10-13 22:00:00,2022-10-14 03:00:00,310.0,306.0,7,16.6,17.9,72,780.7,0,0,
2022-10-13 21:50:00,2022-10-14 02:50:00,325.0,325.0,10.2,18.3,18,72,780.6,0,0,
2022-10-13 21:40:00,2022-10-14 02:40:00,340.0,338.0,7.9,14.3,18.2,72,780.5,0,0,
