


Fecha Local,Fecha UTC,Direcci�n del Viento (grados),Direcci�n de r�faga (grados),Rapidez de viento (km/h),Rapidez de r�faga (km/h),Temperatura del Aire (�C),Humedad relativa (%),Presi�n Atmosf�rica (hpa),Precipitaci�n (mm),Radiaci�n Solar (W/m�),
2022-09-29 14:40:00,2022-09-29 19:40:00,348.0,303.0,8,14.9,19.6,54,781.1,0,988,
2022-09-29 14:30:00,2022-09-29 19:30:00,11.0,5.0,12.1,18.9,19.9,53,781.3,0,997,
2022-09-29 14:20:00,2022-09-29 19:20:00,295.0,347.0,9.2,24.1,19.8,53,781.3,0,867,
2022-09-29 14:10:00,2022-09-29 19:10:00,332.0,345.0,10.6,20.6,19.7,53,781.5,0,954,
2022-09-29 14:00:00,2022-09-29 19:00:00,326.0,252.0,8.1,17.2,19.7,53,781.8,0,845,
2022-09-29 13:50:00,2022-09-29 18:50:00,326.0,289.0,7.1,13.7,19.1,55,781.9,0,1011,
2022-09-29 13:40:00,2022-09-29 18:40:00,310.0,306.0,10.8,18.9,19,55,782,0,1010,
2022-09-29 13:30:00,2022-09-29 18:30:00,340.0,305.0,6.3,15.4,18.2,57,782.3,0,1013,
2022-09-29 13:20:00,2022-09-29 18:20:00,357.0,13.0,11.5,25.2,17.7,58,782.5,0,1010,
2022-09-29 13:10:00,2022-09-29 18:10:00,348.0,25.0,10.7,18.9,18.2,55,782.6,0,1008,
2022-09-29 13:00:00,2022-09-29 18:00:00,292.0,252.0,8.3,17.7,18.3,55,782.8,0,1007,
2022-09-29 12:50:00,2022-09-29 17:50:00,330.0,329.0,7.1,20,17.8,57,783,0,997,
2022-09-29 12:40:00,2022-09-29 17:40:00,2.0,28.0,9.9,20,17.7,58,783.1,0,997,
2022-09-29 12:30:00,2022-09-29 17:30:00,306.0,332.0,7.2,15.4,17.9,58,783.3,0,983,
2022-09-29 12:20:00,2022-09-29 17:20:00,262.0,303.0,6.2,13.7,17.5,57,783.3,0,970,
2022-09-29 12:10:00,2022-09-29 17:10:00,290.0,310.0,5.6,16.6,17,58,783.5,0,955,
2022-09-29 12:00:00,2022-09-29 17:00:00,3.0,20.0,6.5,14.9,16.7,61,783.6,0,934,
2022-09-29 11:50:00,2022-09-29 16:50:00,285.0,279.0,10.5,21.8,16.7,61,783.7,0,923,
2022-09-29 11:40:00,2022-09-29 16:40:00,316.0,299.0,6.2,14.9,16.2,64,783.8,0,902,
2022-09-29 11:30:00,2022-09-29 16:30:00,337.0,318.0,10.7,18.3,15.9,66,783.8,0,905,
2022-09-29 11:20:00,2022-09-29 16:20:00,13.0,35.0,7.1,12.5,15.5,68,783.9,0,871,
2022-09-29 11:10:00,2022-09-29 16:10:00,342.0,6.0,10.1,17.2,15.5,68,783.9,0,850,
2022-09-29 11:00:00,2022-09-29 16:00:00,306.0,309.0,7.6,19.5,15.1,69,784,0,822,
2022-09-29 10:50:00,2022-09-29 15:50:00,348.0,307.0,7,13.1,14.5,73,784.1,0,742,
2022-09-29 10:40:00,2022-09-29 15:40:00,331.0,28.0,6.7,15.4,13.9,78,784.1,0,398,
2022-09-29 10:30:00,2022-09-29 15:30:00,300.0,325.0,7.2,13.7,13.9,79,784.2,0,281,
2022-09-29 10:20:00,2022-09-29 15:20:00,307.0,311.0,9.6,14.3,13.8,80,784.2,0,283,
2022-09-29 10:10:00,2022-09-29 15:10:00,317.0,300.0,9.2,16.6,14.2,80,784.2,0,285,
2022-09-29 10:00:00,2022-09-29 15:00:00,325.0,285.0,7,13.7,13.5,83,784.2,0,579,
2022-09-29 09:50:00,2022-09-29 14:50:00,23.0,32.0,6.6,10.2,12.7,86,784.2,0,342,
2022-09-29 09:40:00,2022-09-29 14:40:00,24.0,9.0,8.5,13.1,12.4,90,784.2,0,239,
2022-09-29 09:30:00,2022-09-29 14:30:00,18.0,30.0,6.9,12,12.2,95,784.2,0,183,
2022-09-29 09:20:00,2022-09-29 14:20:00,6.0,16.0,7.3,12,11.9,98,784.1,0,127,
2022-09-29 09:10:00,2022-09-29 14:10:00,19.0,29.0,9,14.3,11.8,99,784.1,0,85,
2022-09-29 09:00:00,2022-09-29 14:00:00,23.0,23.0,10.8,16,11.7,99,784.1,0,42,
2022-09-29 08:50:00,2022-09-29 13:50:00,346.0,346.0,8,14.3,11.7,100,784,0,32,
2022-09-29 08:40:00,2022-09-29 13:40:00,314.0,307.0,6.3,12,11.7,100,784,0,33,
2022-09-29 08:30:00,2022-09-29 13:30:00,327.0,337.0,8.9,14.3,11.6,100,783.9,0,31,
2022-09-29 08:20:00,2022-09-29 13:20:00,315.0,304.0,7.4,14.3,11.6,99,783.8,0,24,
2022-09-29 08:10:00,2022-09-29 13:10:00,314.0,336.0,7.7,11.4,11.5,99,783.7,0,16,
2022-09-29 08:00:00,2022-09-29 13:00:00,323.0,305.0,7.9,14.3,11.5,99,783.6,0,11,
2022-09-29 07:50:00,2022-09-29 12:50:00,336.0,348.0,9.9,16,11.5,100,783.6,0,6,
2022-09-29 07:40:00,2022-09-29 12:40:00,322.0,305.0,10,16,11.5,99,783.5,0,2,
2022-09-29 07:30:00,2022-09-29 12:30:00,318.0,317.0,8.4,14.9,11.6,100,783.5,0,0,
2022-09-29 07:20:00,2022-09-29 12:20:00,313.0,338.0,7.7,14.9,11.6,100,783.4,0,0,
2022-09-29 07:10:00,2022-09-29 12:10:00,314.0,309.0,7.2,13.1,11.6,100,783.4,0,0,
2022-09-29 07:00:00,2022-09-29 12:00:00,317.0,296.0,10.4,16,11.6,99,783.3,0,0,
2022-09-29 06:50:00,2022-09-29 11:50:00,304.0,304.0,5.8,13.7,11.7,100,783.3,0,0,
2022-09-29 06:40:00,2022-09-29 11:40:00,318.0,335.0,10,15.4,11.7,100,783.3,0,0,
2022-09-29 06:30:00,2022-09-29 11:30:00,334.0,326.0,8.2,15.4,11.8,100,783.1,0,0,
2022-09-29 06:20:00,2022-09-29 11:20:00,326.0,325.0,8.7,14.3,11.8,100,783.1,0,0,
2022-09-29 06:10:00,2022-09-29 11:10:00,320.0,325.0,10.1,18.3,11.9,100,783.2,0,0,
2022-09-29 06:00:00,2022-09-29 11:00:00,316.0,300.0,7.7,14.9,11.9,100,783.2,0,0,
2022-09-29 05:50:00,2022-09-29 10:50:00,329.0,331.0,9,14.3,11.9,100,783.2,0,0,
2022-09-29 05:40:00,2022-09-29 10:40:00,339.0,340.0,7.9,12.5,11.9,100,783.1,0,0,
2022-09-29 05:30:00,2022-09-29 10:30:00,324.0,330.0,8.7,16.6,11.9,100,783.1,0,0,
2022-09-29 05:20:00,2022-09-29 10:20:00,320.0,324.0,9.6,17.2,12,100,783.2,0,0,
2022-09-29 05:10:00,2022-09-29 10:10:00,323.0,297.0,9.8,18.3,12,100,783.2,0,0,
2022-09-29 05:00:00,2022-09-29 10:00:00,317.0,308.0,7.9,16.6,12,100,783.2,0,0,
2022-09-29 04:50:00,2022-09-29 09:50:00,316.0,325.0,8.8,17.7,12.1,100,783.1,0,0,
2022-09-29 04:40:00,2022-09-29 09:40:00,311.0,295.0,9.3,17.2,12.2,100,783.1,0,0,
2022-09-29 04:30:00,2022-09-29 09:30:00,335.0,342.0,8.4,14.9,12.2,100,783.2,0,0,
2022-09-29 04:20:00,2022-09-29 09:20:00,313.0,314.0,11.5,16.6,12.1,100,783.3,0,0,
2022-09-29 04:10:00,2022-09-29 09:10:00,320.0,327.0,10.6,18.3,12.2,99,783.3,0,0,
2022-09-29 04:00:00,2022-09-29 09:00:00,313.0,328.0,9.2,16,12.2,100,783.3,0,0,
2022-09-29 03:50:00,2022-09-29 08:50:00,328.0,329.0,10.9,16.6,12.2,100,783.4,0,0,
2022-09-29 03:40:00,2022-09-29 08:40:00,332.0,331.0,8.8,14.9,12.2,100,783.4,0,0,
2022-09-29 03:30:00,2022-09-29 08:30:00,316.0,326.0,8.1,14.3,12.3,99,783.5,0,0,
2022-09-29 03:20:00,2022-09-29 08:20:00,302.0,306.0,8.7,14.9,12.3,100,783.6,0,0,
2022-09-29 03:10:00,2022-09-29 08:10:00,297.0,308.0,10.5,16,12.3,100,783.6,0,0,
2022-09-29 03:00:00,2022-09-29 08:00:00,309.0,299.0,8.7,16,12.3,100,783.7,0,0,
2022-09-29 02:50:00,2022-09-29 07:50:00,318.0,318.0,9.3,17.2,12.4,100,783.7,0,0,
2022-09-29 02:40:00,2022-09-29 07:40:00,314.0,293.0,10.2,15.4,12.5,100,783.8,0,0,
2022-09-29 02:30:00,2022-09-29 07:30:00,326.0,333.0,10.3,16.6,12.5,99,783.9,0,0,
2022-09-29 02:20:00,2022-09-29 07:20:00,316.0,302.0,10.7,20,12.5,100,783.9,0,0,
2022-09-29 02:10:00,2022-09-29 07:10:00,322.0,299.0,8.2,16.6,12.4,100,783.9,0,0,
2022-09-29 02:00:00,2022-09-29 07:00:00,306.0,314.0,10.6,20,12.3,100,783.9,0,0,
2022-09-29 01:50:00,2022-09-29 06:50:00,303.0,311.0,10.7,18.9,12.3,99,784,0,0,
2022-09-29 01:40:00,2022-09-29 06:40:00,304.0,306.0,11.4,18.3,12.2,100,784,0,0,
2022-09-29 01:30:00,2022-09-29 06:30:00,306.0,312.0,11.2,20.6,12.2,100,784,0,0,
2022-09-29 01:20:00,2022-09-29 06:20:00,303.0,316.0,9.4,16,12.2,100,783.9,0,0,
2022-09-29 01:10:00,2022-09-29 06:10:00,301.0,308.0,9.1,17.2,12.3,100,784,0,0,
2022-09-29 01:00:00,2022-09-29 06:00:00,312.0,303.0,8.6,16.6,12.3,100,784.1,0,0,
2022-09-29 00:50:00,2022-09-29 05:50:00,316.0,318.0,9.8,18.9,12.2,100,784.2,0,0,
2022-09-29 00:40:00,2022-09-29 05:40:00,315.0,312.0,12,22.3,12.3,100,784.3,0,0,
2022-09-29 00:30:00,2022-09-29 05:30:00,323.0,329.0,12.5,22.9,12.4,100,784.3,0,0,
2022-09-29 00:20:00,2022-09-29 05:20:00,319.0,303.0,12.6,24.1,12.5,100,784.4,0,0,
2022-09-29 00:10:00,2022-09-29 05:10:00,316.0,317.0,14.6,25.2,12.5,100,784.4,0,0,
2022-09-29 00:00:00,2022-09-29 05:00:00,330.0,328.0,17.5,31.6,12.6,100,784.5,0,0,
2022-09-28 23:50:00,2022-09-29 04:50:00,324.0,320.0,15.9,25.8,12.8,100,784.5,0,0,
2022-09-28 23:40:00,2022-09-29 04:40:00,319.0,322.0,14.3,26.9,13.1,100,784.4,0,0,
2022-09-28 23:30:00,2022-09-29 04:30:00,326.0,320.0,18.4,30.4,13.2,100,784.4,0,0,
2022-09-28 23:20:00,2022-09-29 04:20:00,327.0,329.0,17.6,28.7,13.5,100,784.2,0,0,
2022-09-28 23:10:00,2022-09-29 04:10:00,322.0,323.0,13.9,30.4,13.6,100,784.1,0,0,
2022-09-28 23:00:00,2022-09-29 04:00:00,310.0,309.0,15.1,27.5,13.6,100,784,0,0,
2022-09-28 22:50:00,2022-09-29 03:50:00,315.0,314.0,13.9,24.6,13.6,100,783.9,0,0,
2022-09-28 22:40:00,2022-09-29 03:40:00,315.0,323.0,14,26.4,13.6,100,784,0,0,
2022-09-28 22:30:00,2022-09-29 03:30:00,319.0,331.0,17.8,28.1,13.6,100,784,0,0,
2022-09-28 22:20:00,2022-09-29 03:20:00,333.0,332.0,13.7,24.6,13.7,100,784,0,0,
2022-09-28 22:10:00,2022-09-29 03:10:00,313.0,300.0,11.2,20,13.7,100,783.9,0,0,
2022-09-28 22:00:00,2022-09-29 03:00:00,303.0,299.0,14.1,23.5,13.7,100,784,0,0,
2022-09-28 21:50:00,2022-09-29 02:50:00,308.0,304.0,15.6,26.4,13.6,100,783.9,0,0,
2022-09-28 21:40:00,2022-09-29 02:40:00,304.0,303.0,13,26.4,13.6,100,783.8,0,0,
2022-09-28 21:30:00,2022-09-29 02:30:00,313.0,310.0,14.3,26.4,13.6,100,783.6,0,0,
2022-09-28 21:20:00,2022-09-29 02:20:00,306.0,298.0,16.9,26.9,13.7,100,783.4,0,0,
2022-09-28 21:10:00,2022-09-29 02:10:00,312.0,311.0,17.2,28.1,13.9,100,783.3,0,0,
2022-09-28 21:00:00,2022-09-29 02:00:00,310.0,319.0,15,28.7,13.9,100,783.2,0,0,
2022-09-28 20:50:00,2022-09-29 01:50:00,319.0,334.0,16.6,27.5,14.2,98,783,0,0,
2022-09-28 20:40:00,2022-09-29 01:40:00,320.0,334.0,13.8,25.8,14.3,96,782.8,0,0,
2022-09-28 20:30:00,2022-09-29 01:30:00,317.0,331.0,16.9,29.2,14.4,95,782.7,0,0,
2022-09-28 20:20:00,2022-09-29 01:20:00,310.0,288.0,18.9,29.2,14.4,95,782.4,0,0,
2022-09-28 20:10:00,2022-09-29 01:10:00,319.0,312.0,16.8,28.7,14.6,94,782.4,0,0,
2022-09-28 20:00:00,2022-09-29 01:00:00,327.0,329.0,16.9,28.1,14.8,93,782.3,0,0,
2022-09-28 19:50:00,2022-09-29 00:50:00,322.0,342.0,16.4,33.3,15.2,92,782,0,0,
2022-09-28 19:40:00,2022-09-29 00:40:00,331.0,327.0,19.1,36.7,15.5,91,781.9,0,0,
2022-09-28 19:30:00,2022-09-29 00:30:00,327.0,310.0,17.4,29.2,15.8,91,781.7,0,1,
2022-09-28 19:20:00,2022-09-29 00:20:00,316.0,328.0,17,31.6,16.1,90,781.6,0,10,
2022-09-28 19:10:00,2022-09-29 00:10:00,323.0,331.0,19,32.1,16.4,89,781.4,0,19,
2022-09-28 19:00:00,2022-09-29 00:00:00,328.0,338.0,19.4,32.7,16.8,87,781.1,0,29,
2022-09-28 18:50:00,2022-09-28 23:50:00,328.0,333.0,20.1,32.1,17.2,85,781,0,36,
2022-09-28 18:40:00,2022-09-28 23:40:00,334.0,329.0,16,28.1,17.4,83,780.9,0,39,
2022-09-28 18:30:00,2022-09-28 23:30:00,318.0,340.0,15.6,25.2,17.4,84,780.8,0,60,
2022-09-28 18:20:00,2022-09-28 23:20:00,313.0,302.0,18.8,30.4,17.5,83,780.9,0,68,
2022-09-28 18:10:00,2022-09-28 23:10:00,317.0,307.0,17.1,30.4,17.7,83,780.8,0,66,
2022-09-28 18:00:00,2022-09-28 23:00:00,331.0,320.0,19.7,31,17.9,81,780.9,0,78,
2022-09-28 17:50:00,2022-09-28 22:50:00,326.0,336.0,17.4,25.8,18,81,780.7,0,113,
2022-09-28 17:40:00,2022-09-28 22:40:00,334.0,322.0,18.7,32.7,18.3,79,780.7,0,107,
2022-09-28 17:30:00,2022-09-28 22:30:00,322.0,308.0,17.7,39.6,18.5,78,780.6,0,85,
2022-09-28 17:20:00,2022-09-28 22:20:00,317.0,295.0,16.9,35.6,18.6,77,780.5,0,137,
2022-09-28 17:10:00,2022-09-28 22:10:00,324.0,309.0,16.7,26.9,18.7,77,780.6,0,122,
2022-09-28 17:00:00,2022-09-28 22:00:00,326.0,336.0,15.4,33.3,18.8,76,780.6,0,218,
2022-09-28 16:50:00,2022-09-28 21:50:00,321.0,320.0,17.4,32.7,18.6,77,780.7,0,266,
2022-09-28 16:40:00,2022-09-28 21:40:00,324.0,327.0,19.1,31.6,18.8,76,780.7,0,261,
2022-09-28 16:30:00,2022-09-28 21:30:00,316.0,314.0,17.4,33.3,18.9,76,780.8,0,245,
2022-09-28 16:20:00,2022-09-28 21:20:00,317.0,289.0,13.7,24.6,18.8,76,780.9,0,266,
2022-09-28 16:10:00,2022-09-28 21:10:00,325.0,321.0,16,29.8,18.5,77,781,0,239,
2022-09-28 16:00:00,2022-09-28 21:00:00,320.0,312.0,17,30.4,18.6,77,781.2,0,170,
2022-09-28 15:50:00,2022-09-28 20:50:00,315.0,305.0,14.9,24.6,18.6,76,781.2,0,121,
2022-09-28 15:40:00,2022-09-28 20:40:00,322.0,317.0,17,29.8,18.6,76,781.3,0,160,
2022-09-28 15:30:00,2022-09-28 20:30:00,327.0,303.0,16.1,29.2,18.8,76,781.3,0,153,
2022-09-28 15:20:00,2022-09-28 20:20:00,336.0,331.0,15.2,26.4,18.9,75,781.3,0,168,
2022-09-28 15:10:00,2022-09-28 20:10:00,326.0,307.0,17.1,28.1,18.8,75,781.3,0,199,
2022-09-28 15:00:00,2022-09-28 20:00:00,327.0,314.0,18.1,32.1,19,75,781.4,0,166,
2022-09-28 14:50:00,2022-09-28 19:50:00,330.0,314.0,16,25.8,19.2,72,781.4,0,199,
2022-09-28 14:40:00,2022-09-28 19:40:00,321.0,323.0,15.9,25.8,19.3,71,781.4,0,277,
2022-09-28 14:30:00,2022-09-28 19:30:00,312.0,319.0,15.6,25.8,19.7,70,781.4,0,297,
2022-09-28 14:20:00,2022-09-28 19:20:00,306.0,315.0,12.3,26.9,19.8,70,781.6,0,551,
2022-09-28 14:10:00,2022-09-28 19:10:00,324.0,286.0,14.2,29.2,19.7,71,781.7,0,566,
2022-09-28 14:00:00,2022-09-28 19:00:00,298.0,300.0,15.2,27.5,19.9,71,781.9,0,546,
2022-09-28 13:50:00,2022-09-28 18:50:00,313.0,290.0,12.1,24.1,19.7,71,782.1,0,1090,
2022-09-28 13:40:00,2022-09-28 18:40:00,320.0,346.0,12.2,23.5,19.1,74,782.2,0,534,
2022-09-28 13:30:00,2022-09-28 18:30:00,326.0,298.0,11.2,26.4,19.1,73,782.3,0,360,
2022-09-28 13:20:00,2022-09-28 18:20:00,309.0,323.0,11.8,17.7,18.8,73,782.4,0,790,
2022-09-28 13:10:00,2022-09-28 18:10:00,323.0,310.0,11,26.4,18.5,76,782.6,0,555,
2022-09-28 13:00:00,2022-09-28 18:00:00,310.0,313.0,12.7,23.5,18.5,77,782.8,0,403,
2022-09-28 12:50:00,2022-09-28 17:50:00,315.0,320.0,13.9,24.6,18.5,77,782.9,0,619,
2022-09-28 12:40:00,2022-09-28 17:40:00,317.0,326.0,10.7,24.6,18.3,77,783.1,0,,
2022-09-28 12:30:00,2022-09-28 17:30:00,313.0,338.0,12.9,22.9,18,79,783.1,0,,
2022-09-28 12:20:00,2022-09-28 17:20:00,306.0,300.0,13.3,22.3,17.4,82,783.2,0,502,
2022-09-28 12:10:00,2022-09-28 17:10:00,316.0,321.0,11.7,19.5,17.1,84,783.3,0,407,
2022-09-28 12:00:00,2022-09-28 17:00:00,317.0,296.0,13,21.8,17.1,84,783.3,0,388,
2022-09-28 11:50:00,2022-09-28 16:50:00,322.0,309.0,10.4,16,17.3,83,783.4,0,327,
2022-09-28 11:40:00,2022-09-28 16:40:00,310.0,304.0,9.2,19.5,17.7,81,783.4,0,241,
2022-09-28 11:30:00,2022-09-28 16:30:00,314.0,333.0,9.9,18.3,17.9,80,783.4,0,610,
2022-09-28 11:20:00,2022-09-28 16:20:00,340.0,294.0,10,15.4,17.1,84,783.5,0.25,802,
2022-09-28 11:10:00,2022-09-28 16:10:00,317.0,305.0,9.6,19.5,16.4,89,783.5,0,807,
2022-09-28 11:00:00,2022-09-28 16:00:00,317.0,289.0,11.8,17.7,15.9,92,783.6,0,234,
2022-09-28 10:50:00,2022-09-28 15:50:00,308.0,297.0,9.5,16.6,15.6,95,783.5,0,311,
2022-09-28 10:40:00,2022-09-28 15:40:00,319.0,322.0,11.1,18.3,15.4,97,783.4,0,260,
2022-09-28 10:30:00,2022-09-28 15:30:00,316.0,330.0,11,20,15.3,98,783.5,0,229,
2022-09-28 10:20:00,2022-09-28 15:20:00,319.0,334.0,10.7,17.7,15.2,99,783.4,0,189,
2022-09-28 10:10:00,2022-09-28 15:10:00,304.0,314.0,9.9,19.5,15.5,98,783.3,0,181,
2022-09-28 10:00:00,2022-09-28 15:00:00,285.0,298.0,8.4,16.6,15.6,97,783.3,0,250,
2022-09-28 09:50:00,2022-09-28 14:50:00,291.0,311.0,8.7,14.9,15.2,99,783.2,0,293,
2022-09-28 09:40:00,2022-09-28 14:40:00,312.0,317.0,10.3,17.2,15.3,98,783.2,0,220,
2022-09-28 09:30:00,2022-09-28 14:30:00,296.0,261.0,9.5,18.3,15.3,99,783.1,0,356,
2022-09-28 09:20:00,2022-09-28 14:20:00,301.0,317.0,10.3,18.3,14.8,100,783.1,0,355,
2022-09-28 09:10:00,2022-09-28 14:10:00,290.0,276.0,11.9,21.2,14.6,100,783,0,281,
2022-09-28 09:00:00,2022-09-28 14:00:00,311.0,341.0,11.1,20,14.6,100,783,0,237,
2022-09-28 08:50:00,2022-09-28 13:50:00,311.0,308.0,10,18.3,14.8,100,782.9,0,239,
2022-09-28 08:40:00,2022-09-28 13:40:00,310.0,308.0,10.4,20.6,14.5,100,782.9,0,248,
2022-09-28 08:30:00,2022-09-28 13:30:00,310.0,296.0,10.2,18.3,14.3,100,782.8,0,198,
2022-09-28 08:20:00,2022-09-28 13:20:00,304.0,302.0,9.8,18.9,14.4,100,782.7,0,156,
2022-09-28 08:10:00,2022-09-28 13:10:00,294.0,300.0,7.8,14.3,14.3,100,782.7,0,114,
2022-09-28 08:00:00,2022-09-28 13:00:00,299.0,299.0,5.8,10.8,14.1,100,782.6,0,109,
2022-09-28 07:50:00,2022-09-28 12:50:00,323.0,305.0,6.3,12.5,13.7,100,782.5,0,74,
2022-09-28 07:40:00,2022-09-28 12:40:00,17.0,31.0,6.2,9.1,13.4,100,782.4,0,17,
2022-09-28 07:30:00,2022-09-28 12:30:00,3.0,11.0,4.5,8.5,13.4,100,782.3,0,3,
2022-09-28 07:20:00,2022-09-28 12:20:00,20.0,29.0,8.4,14.9,13.2,100,782.3,0,0,
2022-09-28 07:10:00,2022-09-28 12:10:00,15.0,26.0,6.6,13.1,13.2,98,782.3,0,0,
2022-09-28 07:00:00,2022-09-28 12:00:00,316.0,305.0,5.5,7.9,13.1,95,782.2,0,0,
2022-09-28 06:50:00,2022-09-28 11:50:00,333.0,353.0,4.7,7.4,13.1,94,782.1,0,0,
2022-09-28 06:40:00,2022-09-28 11:40:00,340.0,350.0,4.7,7.9,13,92,782.1,0,0,
2022-09-28 06:30:00,2022-09-28 11:30:00,306.0,266.0,3.6,6.2,13,91,781.9,0,0,
2022-09-28 06:20:00,2022-09-28 11:20:00,317.0,299.0,5.5,10.2,13,91,781.8,0,0,
2022-09-28 06:10:00,2022-09-28 11:10:00,322.0,315.0,4.1,7.9,13,91,781.7,0,0,
2022-09-28 06:00:00,2022-09-28 11:00:00,321.0,340.0,5.5,10.2,13,91,781.6,0,0,
2022-09-28 05:50:00,2022-09-28 10:50:00,323.0,297.0,5.1,8.5,13,91,781.6,0,0,
2022-09-28 05:40:00,2022-09-28 10:40:00,319.0,308.0,8.1,13.7,13,91,781.5,0,0,
2022-09-28 05:30:00,2022-09-28 10:30:00,303.0,290.0,7.5,14.3,13,91,781.5,0,0,
2022-09-28 05:20:00,2022-09-28 10:20:00,302.0,309.0,10.9,16.6,13,91,781.5,0,0,
2022-09-28 05:10:00,2022-09-28 10:10:00,322.0,311.0,7,12,13.1,91,781.4,0,0,
2022-09-28 05:00:00,2022-09-28 10:00:00,314.0,312.0,5.5,12,13.2,93,781.4,0,0,
2022-09-28 04:50:00,2022-09-28 09:50:00,311.0,324.0,3.8,9.7,13.3,96,781.4,0,0,
2022-09-28 04:40:00,2022-09-28 09:40:00,297.0,308.0,6.1,10.8,13.5,99,781.4,0.25,0,
2022-09-28 04:30:00,2022-09-28 09:30:00,307.0,307.0,9.6,15.4,13.8,100,781.4,0,0,
2022-09-28 04:20:00,2022-09-28 09:20:00,307.0,317.0,8.5,17.7,13.8,100,781.4,0,0,
2022-09-28 04:10:00,2022-09-28 09:10:00,324.0,317.0,8.2,12.5,13.9,100,781.5,0,0,
2022-09-28 04:00:00,2022-09-28 09:00:00,309.0,304.0,8.9,13.7,14,100,781.6,0,0,
2022-09-28 03:50:00,2022-09-28 08:50:00,315.0,316.0,7.8,14.9,14,100,781.6,0,0,
2022-09-28 03:40:00,2022-09-28 08:40:00,317.0,320.0,9.8,16,14.1,100,781.7,0,0,
2022-09-28 03:30:00,2022-09-28 08:30:00,296.0,306.0,6,12,14.1,100,781.9,0,0,
2022-09-28 03:20:00,2022-09-28 08:20:00,302.0,318.0,4.2,10.8,14.1,100,781.9,0,0,
2022-09-28 03:10:00,2022-09-28 08:10:00,307.0,314.0,7.1,14.3,14.2,100,782,0,0,
2022-09-28 03:00:00,2022-09-28 08:00:00,316.0,294.0,7.1,13.1,14.2,100,782,0,0,
2022-09-28 02:50:00,2022-09-28 07:50:00,318.0,310.0,9.4,14.9,14.2,100,782.1,0,0,
2022-09-28 02:40:00,2022-09-28 07:40:00,315.0,311.0,8.3,15.4,14.2,100,782.2,0,0,
2022-09-28 02:30:00,2022-09-28 07:30:00,324.0,310.0,7.6,14.9,14.3,100,782.2,0,0,
2022-09-28 02:20:00,2022-09-28 07:20:00,313.0,318.0,7.8,14.9,14.3,100,782.3,0,0,
2022-09-28 02:10:00,2022-09-28 07:10:00,322.0,314.0,8.4,14.3,14.3,100,782.3,0,0,
2022-09-28 02:00:00,2022-09-28 07:00:00,336.0,332.0,7.3,10.8,14.3,100,782.3,0,0,
2022-09-28 01:50:00,2022-09-28 06:50:00,320.0,301.0,8,13.7,14.3,100,782.4,0,0,
2022-09-28 01:40:00,2022-09-28 06:40:00,320.0,318.0,9,16,14.3,100,782.5,0,0,
2022-09-28 01:30:00,2022-09-28 06:30:00,310.0,325.0,8.9,17.7,14.3,100,782.4,0,0,
2022-09-28 01:20:00,2022-09-28 06:20:00,324.0,306.0,8.9,13.7,14.3,100,782.3,0,0,
2022-09-28 01:10:00,2022-09-28 06:10:00,314.0,328.0,9,16.6,14.4,100,782.3,0,0,
2022-09-28 01:00:00,2022-09-28 06:00:00,316.0,321.0,8.4,15.4,14.4,100,782.3,0,0,
2022-09-28 00:50:00,2022-09-28 05:50:00,316.0,305.0,10.8,19.5,14.4,100,782.3,0,0,
2022-09-28 00:40:00,2022-09-28 05:40:00,309.0,306.0,12,18.3,14.5,100,782.4,0,0,
2022-09-28 00:30:00,2022-09-28 05:30:00,315.0,304.0,12,20,14.6,100,782.4,0,0,
2022-09-28 00:20:00,2022-09-28 05:20:00,325.0,327.0,12,18.9,14.6,100,782.4,0,0,
2022-09-28 00:10:00,2022-09-28 05:10:00,326.0,305.0,11.8,21.8,14.8,100,782.4,0,0,
2022-09-28 00:00:00,2022-09-28 05:00:00,315.0,334.0,11,18.9,14.8,100,782.5,0,0,
2022-09-27 23:50:00,2022-09-28 04:50:00,312.0,315.0,11.4,18.3,14.8,100,782.4,0,0,
2022-09-27 23:40:00,2022-09-28 04:40:00,317.0,318.0,11.1,18.9,14.8,100,782.4,0,0,
2022-09-27 23:30:00,2022-09-28 04:30:00,315.0,320.0,9.1,14.9,14.8,100,782.5,0,0,
2022-09-27 23:20:00,2022-09-28 04:20:00,307.0,293.0,9.6,20,14.9,100,782.5,0,0,
2022-09-27 23:10:00,2022-09-28 04:10:00,306.0,315.0,10,19.5,14.9,100,782.6,0,0,
2022-09-27 23:00:00,2022-09-28 04:00:00,320.0,325.0,9.6,17.7,15,99,782.5,0,0,
2022-09-27 22:50:00,2022-09-28 03:50:00,305.0,293.0,10.6,17.2,15,98,782.5,0,0,
2022-09-27 22:40:00,2022-09-28 03:40:00,314.0,308.0,10.8,18.3,15,96,782.5,0,0,
2022-09-27 22:30:00,2022-09-28 03:30:00,316.0,329.0,13.4,21.8,15,95,782.4,0,0,
2022-09-27 22:20:00,2022-09-28 03:20:00,319.0,300.0,14.7,21.8,15.1,94,782.3,0,0,
2022-09-27 22:10:00,2022-09-28 03:10:00,304.0,298.0,11.8,20,15.3,94,782.2,0,0,
2022-09-27 22:00:00,2022-09-28 03:00:00,309.0,315.0,14.1,21.2,15.5,92,782.1,0,0,
2022-09-27 21:50:00,2022-09-28 02:50:00,321.0,298.0,11.9,19.5,15.6,90,782.1,0,0,
